Label,PrawnID,Pond_Type,mean_length,std_length,Length_fov(mm),mean_pixels,pred_Distance_pixels,Length_ground_truth_annotation_pixels,mean_scale,pred_scale,std_scale,Scale_1,Scale_2,Scale_3,std_pixels
carapace:undistorted_GX010097_124_1870.jpg_gamma,Prawn_0,circle_female,29.376,5.472845420802601,30.59114148818244,176.80223550000002,162.457380978198,165.0000000000002,60.466,53.106021245057605,2.8804004929870413,57.14,62.129,62.129,26.973900250676472
carapace:undistorted_GX010097_124_1870.jpg_gamma,Prawn_1,circle_female,31.066333333333336,0.542015067441243,27.27054445922357,187.93621376666667,146.352680045448,190.0657780874823,60.466,53.66694466415317,2.8804004929870413,57.14,62.129,62.129,11.837605925512369
carapace:undistorted_GX010101_12_173.jpg_gamma,Prawn_0,circle_female,42.12266666666667,2.8905993034893873,40.70067826205717,230.59090893333334,217.1278177474069,240.1041440708594,54.797,53.34746913783555,1.1866393723452788,54.818,55.973,53.6,10.8374894674321
carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_0,circle_male,27.877,2.115554064541958,26.98222570068899,146.41695573333334,124.1090907495264,169.9999999999999,52.55866666666666,45.996609815015105,0.9676390511618139,52.0,52.0,53.676,9.293565151959639
carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_2,circle_male,20.314333333333334,3.5032108605297134,14.73228683897884,106.67616733333334,68.18076346332973,85.23903155391902,52.55866666666666,46.27982349823405,0.9676390511618139,52.0,52.0,53.676,17.549279718803316
carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_3,circle_male,19.846666666666668,1.9259839909338115,17.82991258993539,104.23346253333334,81.63764850408731,96.04686356149273,52.55866666666666,45.78690338065372,0.9676390511618139,52.0,52.0,53.676,9.002626505755478
carapace:undistorted_GX010102_9_165.jpg_gamma,Prawn_4,circle_male,21.879999999999995,1.807884675525516,20.15405697189745,114.98618373333333,92.53408079947761,96.17692030835651,52.55866666666666,45.913376611223185,0.9676390511618139,52.0,52.0,53.676,9.415776550288024
carapace:undistorted_GX010102_50_1396.jpg_gamma,Prawn_0,circle_male,32.966,6.352453777871979,32.75840530905761,176.69911983333336,149.6654410615437,157.0031846810757,54.23566666666667,45.68764555219715,5.325764201814922,57.578,48.094,57.035,18.77918088730826
carapace:undistorted_GX010105_28_816.jpg_gamma,Prawn_0,circle_male,19.029,4.969469991860299,18.88544811071595,106.37321796666667,86.61619911252718,55.59439806680168,56.613,45.86398935558197,6.01684568524073,61.685,58.189,49.965,23.698122814316577
carapace:undistorted_GX010105_28_816.jpg_gamma,Prawn_1,circle_male,26.55966666666667,4.301257994277179,31.00058305465154,149.1366457,142.14589174875,141.4213562373095,56.613,45.85265106083915,6.01684568524073,61.685,58.189,49.965,18.683651332626358
carapace:undistorted_GX010152_36_378.jpg_gamma,Prawn_1,square,41.07966666666667,2.3146942202661087,27.73765508740867,296.0522586,235.0809358859587,231.624696438009,72.216,84.75155349115008,3.976636644200726,72.471,68.118,76.059,1.6200982320159805
carapace:undistorted_GX010152_36_378.jpg_gamma,Prawn_2,square,42.725,2.9375869348838006,26.13577137080819,309.236326,218.3346176986788,205.2437575177383,72.216,83.5386163281728,3.976636644200726,72.471,68.118,76.059,36.629606965917624
carapace:undistorted_GX010157_68_883,Prawn_0,square,32.98833333333334,3.903253813593645,23.170860237973,238.35767366666664,195.5105025603303,253.0316185775999,72.39133333333332,84.37774884159143,1.9168028937095618,73.498,70.178,73.498,22.504139384587408
